id_madrasah,kelas,rumpun_pai,rata_nilai,persen_tuntas,n_siswa
MDR00245,3,Fikih,67.5,71.0,26
MDR00245,3,SKI,61.4,47.0,32
MDR00245,3,Quran-Hadis,70.4,73.5,27
MDR00245,3,Bahasa Arab,66.8,75.5,32
MDR00245,4,Akidah-Akhlak,66.2,61.1,26
MDR00245,4,Fikih,69.6,75.2,30
MDR00245,4,SKI,65.7,70.3,31
MDR00245,4,Quran-Hadis,67.9,68.2,27
MDR00245,4,Bahasa Arab,67.3,70.6,32
MDR00245,5,Akidah-Akhlak,64.7,59.8,29
MDR00245,5,Fikih,65.6,69.3,32
MDR00245,5,SKI,63.3,61.5,29
MDR00245,5,Quran-Hadis,70.0,76.8,29
MDR00245,5,Bahasa Arab,67.0,59.7,32
MDR00245,6,Akidah-Akhlak,67.0,68.3,33
MDR00245,6,Fikih,70.8,79.3,27
MDR00245,6,SKI,62.3,58.2,34
MDR00245,6,Quran-Hadis,61.0,55.2,30
MDR00245,6,Bahasa Arab,66.6,71.3,29
MDR00246,7,Akidah-Akhlak,83.8,100,94
MDR00246,7,Fikih,77.6,89.2,118
MDR00246,7,SKI,78.1,96.7,111
MDR00246,7,Quran-Hadis,80.1,99.4,111
MDR00246,7,Bahasa Arab,86.2,100,102
MDR00246,8,Akidah-Akhlak,78.9,96.8,96
MDR00246,8,Fikih,83.8,100,99
MDR00246,8,SKI,72.1,79.5,114
MDR00246,8,Quran-Hadis,78.0,94.8,120
MDR00246,8,Bahasa Arab,75.4,94.2,120
MDR00246,9,Akidah-Akhlak,82.8,100,121
MDR00246,9,Fikih,81.3,100,96
MDR00246,9,SKI,76.7,94.9,97
MDR00246,9,Quran-Hadis,82.4,99.2,98
MDR00246,9,Bahasa Arab,80.2,100,98
MDR00247,7,Akidah-Akhlak,76.3,92.7,57
MDR00247,7,Fikih,70.9,72.8,56
MDR00247,7,SKI,72.2,78.1,52
MDR00247,7,Quran-Hadis,73.0,84.9,50
MDR00247,7,Bahasa Arab,71.8,83.7,45
MDR00247,8,Akidah-Akhlak,77.8,97.8,55
MDR00247,8,Fikih,74.1,93.1,44
MDR00247,8,SKI,65.1,69.7,57
MDR00247,8,Quran-Hadis,74.3,80.9,53
MDR00247,8,Bahasa Arab,74.4,87.1,53
MDR00247,9,Akidah-Akhlak,67.2,60.3,49
MDR00247,9,Fikih,72.9,84.8,49
MDR00247,9,SKI,67.6,66.8,59
MDR00247,9,Quran-Hadis,75.6,88.1,52
MDR00247,9,Bahasa Arab,73.1,86.7,47
MDR00248,1,Akidah-Akhlak,76.1,96.5,31
MDR00248,1,Fikih,79.0,93.5,33
MDR00248,1,SKI,76.0,87.7,32
MDR00248,1,Quran-Hadis,82.4,100,31
MDR00248,1,Bahasa Arab,77.4,92.5,39
MDR00248,2,Akidah-Akhlak,75.5,85.5,38
MDR00248,2,Fikih,80.1,100,36
MDR00248,2,SKI,74.1,88.1,32
MDR00248,2,Quran-Hadis,74.8,89.2,36
MDR00248,2,Bahasa Arab,81.2,97.7,33
MDR00248,3,Akidah-Akhlak,78.3,91.0,35
MDR00248,3,Fikih,73.7,83.3,36
MDR00248,3,SKI,74.9,88.3,30
MDR00248,3,Quran-Hadis,80.4,100,30
MDR00248,3,Bahasa Arab,81.6,93.3,36
MDR00248,4,Akidah-Akhlak,74.1,82.4,39
MDR00248,4,Fikih,77.9,100,38
MDR00248,4,SKI,77.0,85.3,33
MDR00248,4,Quran-Hadis,83.1,100,30
MDR00248,4,Bahasa Arab,75.2,89.7,31
MDR00248,5,Akidah-Akhlak,81.9,98.3,38
MDR00248,5,Fikih,81.5,97.0,30
MDR00248,5,SKI,81.0,100,33
MDR00248,5,Quran-Hadis,78.5,100,37
MDR00248,5,Bahasa Arab,79.0,98.9,39
MDR00248,6,Akidah-Akhlak,77.4,89.0,29
MDR00248,6,Fikih,78.2,95.3,36
MDR00248,6,SKI,77.6,99.7,36
MDR00248,6,Quran-Hadis,76.1,91.9,32
MDR00248,6,Bahasa Arab,76.3,93.6,38
MDR00249,1,Akidah-Akhlak,71.4,81.7,11
MDR00249,1,Fikih,66.4,61.9,11
MDR00249,1,SKI,58.0,43.2,11
MDR00249,1,Quran-Hadis,67.7,69.5,11
MDR00249,1,Bahasa Arab,68.9,74.6,9
MDR00249,2,Akidah-Akhlak,65.0,55.6,11
MDR00249,2,Fikih,71.7,71.3,11
MDR00249,2,SKI,69.6,75.4,10
MDR00249,2,Quran-Hadis,68.7,67.4,12
MDR00249,2,Bahasa Arab,63.9,69.8,11
MDR00249,3,Akidah-Akhlak,60.9,49.2,11
MDR00249,3,Fikih,62.3,58.7,10
MDR00249,3,SKI,69.0,68.1,12
MDR00249,3,Quran-Hadis,69.6,76.5,10
MDR00249,3,Bahasa Arab,64.9,56.3,10
MDR00249,4,Akidah-Akhlak,66.8,67.7,11
MDR00249,4,Fikih,69.9,72.2,9
MDR00249,4,SKI,60.4,58.2,10
MDR00249,4,Quran-Hadis,65.6,61.5,11
MDR00249,4,Bahasa Arab,64.7,64.3,11
MDR00249,5,Akidah-Akhlak,69.2,75.4,9
MDR00249,5,Fikih,59.7,49.2,9
MDR00249,5,SKI,64.8,65.9,12
MDR00249,5,Quran-Hadis,71.8,78.7,10
MDR00249,5,Bahasa Arab,69.3,71.2,10
MDR00249,6,Akidah-Akhlak,66.4,67.6,10
MDR00249,6,Fikih,67.3,70.4,10
MDR00249,6,SKI,65.1,56.7,11
MDR00249,6,Quran-Hadis,65.3,56.9,10
MDR00249,6,Bahasa Arab,70.9,72.0,9
MDR00250,1,Akidah-Akhlak,64.8,63.1,17
MDR00250,1,Fikih,66.8,58.2,20
MDR00250,1,SKI,54.6,37.5,21
MDR00250,1,Quran-Hadis,65.6,57.8,22
MDR00250,1,Bahasa Arab,61.2,50.8,17
MDR00250,2,Akidah-Akhlak,65.2,65.1,17
MDR00250,2,Fikih,64.8,60.9,17
MDR00250,2,SKI,61.5,53.6,21
MDR00250,2,Quran-Hadis,64.7,64.0,22
MDR00250,2,Bahasa Arab,62.0,55.6,22
MDR00250,3,Akidah-Akhlak,65.4,64.1,21
MDR00250,3,Fikih,64.4,64.8,20
MDR00250,3,SKI,65.1,65.4,18
MDR00250,3,Quran-Hadis,68.8,75.2,18
MDR00250,3,Bahasa Arab,60.4,61.4,22
MDR00250,4,Akidah-Akhlak,63.7,65.8,19
MDR00250,4,Fikih,63.1,62.4,18
MDR00250,4,SKI,66.9,74.7,22
MDR00250,4,Quran-Hadis,58.1,51.9,19
MDR00250,4,Bahasa Arab,62.1,56.6,21
MDR00250,5,Akidah-Akhlak,63.7,63.8,22
MDR00250,5,Fikih,63.4,54.6,21
MDR00250,5,SKI,63.6,57.5,17
MDR00250,5,Quran-Hadis,66.8,67.9,20
MDR00250,5,Bahasa Arab,65.5,58.3,20
MDR00250,6,Akidah-Akhlak,68.5,67.1,17
MDR00250,6,Fikih,58.4,46.4,20
MDR00250,6,SKI,59.0,44.6,19
MDR00250,6,Quran-Hadis,63.8,62.1,21
MDR00250,6,Bahasa Arab,66.0,59.2,20
MDR00251,7,Akidah-Akhlak,75.2,94.2,32
MDR00251,7,Fikih,61.5,57.9,30
MDR00251,7,SKI,59.7,38.8,32
MDR00251,7,Quran-Hadis,73.7,83.0,30
MDR00251,7,Bahasa Arab,70.4,68.7,31
MDR00251,8,Akidah-Akhlak,70.9,79.0,27
MDR00251,8,Fikih,70.0,79.0,29
MDR00251,8,SKI,67.4,64.3,32
MDR00251,8,Quran-Hadis,68.1,68.9,31
MDR00251,8,Bahasa Arab,64.7,65.6,29
MDR00251,9,Akidah-Akhlak,69.3,75.1,28
MDR00251,9,Fikih,69.2,76.7,29
MDR00251,9,SKI,63.5,52.6,31
MDR00251,9,Quran-Hadis,65.9,64.4,29
MDR00251,9,Bahasa Arab,66.8,65.8,26
MDR00252,10,Akidah-Akhlak,61.0,52.7,47
MDR00252,10,Fikih,58.1,48.5,49
MDR00252,10,SKI,58.1,47.9,42
MDR00252,10,Quran-Hadis,65.8,62.2,40
MDR00252,10,Bahasa Arab,62.1,59.5,49
MDR00252,11,Akidah-Akhlak,59.5,50.3,40
MDR00252,11,Fikih,62.2,54.9,48
MDR00252,11,SKI,62.7,58.4,47
MDR00252,11,Quran-Hadis,60.2,52.9,42
MDR00252,11,Bahasa Arab,57.6,47.2,42
MDR00252,12,Akidah-Akhlak,59.4,45.9,50
MDR00252,12,Fikih,65.3,58.5,46
MDR00252,12,SKI,58.3,47.9,51
MDR00252,12,Quran-Hadis,65.2,75.6,45
MDR00252,12,Bahasa Arab,63.6,63.2,40
MDR00253,1,Akidah-Akhlak,74.3,81.4,24
MDR00253,1,Fikih,63.4,55.0,23
MDR00253,1,SKI,70.9,75.5,26
MDR00253,1,Quran-Hadis,69.4,69.6,20
MDR00253,1,Bahasa Arab,69.0,67.9,25
MDR00253,2,Akidah-Akhlak,73.5,84.5,25
MDR00253,2,Fikih,76.7,96.7,23
MDR00253,2,SKI,67.4,59.1,21
MDR00253,2,Quran-Hadis,68.8,70.0,23
MDR00253,2,Bahasa Arab,67.9,80.0,22
MDR00253,3,Akidah-Akhlak,75.7,96.8,26
MDR00253,3,Fikih,69.8,78.7,23
MDR00253,3,SKI,66.6,65.7,24
MDR00253,3,Quran-Hadis,65.4,61.9,26
MDR00253,3,Bahasa Arab,62.5,59.7,21
MDR00253,4,Akidah-Akhlak,74.9,76.5,26
MDR00253,4,Fikih,72.6,72.4,24
MDR00253,4,SKI,65.6,68.7,22
MDR00253,4,Quran-Hadis,69.6,75.3,24
MDR00253,4,Bahasa Arab,73.0,81.9,24
MDR00253,5,Akidah-Akhlak,66.5,67.8,26
MDR00253,5,Fikih,69.9,79.4,24
MDR00253,5,SKI,65.7,57.1,21
MDR00253,5,Quran-Hadis,74.5,81.6,27
MDR00253,5,Bahasa Arab,67.3,58.8,25
MDR00253,6,Akidah-Akhlak,75.1,91.1,21
MDR00253,6,Fikih,66.8,71.1,25
MDR00253,6,SKI,69.1,72.8,22
MDR00253,6,Quran-Hadis,71.0,81.8,25
MDR00253,6,Bahasa Arab,73.6,85.0,22
MDR00254,1,Akidah-Akhlak,67.6,72.5,48
MDR00254,1,Fikih,72.3,79.8,55
MDR00254,1,SKI,68.6,71.7,58
MDR00254,1,Quran-Hadis,73.6,80.8,51
MDR00254,1,Bahasa Arab,66.3,66.5,52
MDR00254,2,Akidah-Akhlak,68.4,72.4,50
MDR00254,2,Fikih,71.8,73.6,47
MDR00254,2,SKI,67.8,73.9,45
MDR00254,2,Quran-Hadis,72.3,72.5,49
MDR00254,2,Bahasa Arab,71.4,83.3,56
MDR00254,3,Akidah-Akhlak,69.3,74.6,51
MDR00254,3,Fikih,68.9,77.3,49
MDR00254,3,SKI,65.5,64.0,45
MDR00254,3,Quran-Hadis,74.3,78.9,46
MDR00254,3,Bahasa Arab,72.0,70.0,44
MDR00254,4,Akidah-Akhlak,75.0,99.0,51
MDR00254,4,Fikih,72.0,73.5,56
MDR00254,4,SKI,73.2,87.2,54
MDR00254,4,Quran-Hadis,73.2,82.7,54
MDR00254,4,Bahasa Arab,73.6,81.4,57
MDR00254,5,Akidah-Akhlak,73.5,92.7,47
MDR00254,5,Fikih,72.6,84.3,47
MDR00254,5,SKI,69.4,72.4,45
MDR00254,5,Quran-Hadis,68.9,81.0,47
MDR00254,5,Bahasa Arab,71.3,79.5,45
MDR00254,6,Akidah-Akhlak,76.1,89.5,50
MDR00254,6,Fikih,66.0,64.1,46
MDR00254,6,SKI,66.5,70.4,44
MDR00254,6,Quran-Hadis,75.7,84.5,45
MDR00254,6,Bahasa Arab,72.5,81.0,56
MDR00255,1,Akidah-Akhlak,82.0,100,31
MDR00255,1,Fikih,83.0,100,27
MDR00255,1,SKI,79.0,100,28
MDR00255,1,Quran-Hadis,81.8,99.4,31
MDR00255,1,Bahasa Arab,81.4,100,29
MDR00255,2,Akidah-Akhlak,84.5,100,28
MDR00255,2,Fikih,82.9,100,28
MDR00255,2,SKI,75.2,89.4,31
MDR00255,2,Quran-Hadis,84.7,100,29
MDR00255,2,Bahasa Arab,78.8,99.8,26
MDR00255,3,Akidah-Akhlak,88.1,100,25
MDR00255,3,Fikih,83.4,98.1,25
MDR00255,3,SKI,80.9,100,29
MDR00255,3,Quran-Hadis,85.4,100,24
MDR00255,3,Bahasa Arab,82.3,100,29
MDR00255,4,Akidah-Akhlak,78.8,91.6,29
MDR00255,4,Fikih,85.0,100,30
MDR00255,4,SKI,82.4,100,26
MDR00255,4,Quran-Hadis,78.3,88.5,24
MDR00255,4,Bahasa Arab,77.6,100,27
MDR00255,5,Akidah-Akhlak,84.4,100,31
MDR00255,5,Fikih,80.2,90.0,26
MDR00255,5,SKI,83.4,100,26
MDR00255,5,Quran-Hadis,81.8,97.6,30
MDR00255,5,Bahasa Arab,80.8,100,24
MDR00255,6,Akidah-Akhlak,92.1,100,24
MDR00255,6,Fikih,79.8,100,31
MDR00255,6,SKI,80.9,100,24
MDR00255,6,Quran-Hadis,86.5,100,26
MDR00255,6,Bahasa Arab,81.8,100,26
MDR00256,1,Akidah-Akhlak,71.1,79.9,29
MDR00256,1,Fikih,72.7,86.8,29
MDR00256,1,SKI,66.1,61.4,29
MDR00256,1,Quran-Hadis,70.7,76.3,25
MDR00256,1,Bahasa Arab,70.3,82.3,25
MDR00256,2,Akidah-Akhlak,70.8,69.4,30
MDR00256,2,Fikih,67.0,72.1,28
MDR00256,2,SKI,67.8,72.1,26
MDR00256,2,Quran-Hadis,70.5,85.6,22
MDR00256,2,Bahasa Arab,67.9,72.8,22
MDR00256,3,Akidah-Akhlak,67.0,64.8,28
MDR00256,3,Fikih,71.5,77.1,25
MDR00256,3,SKI,70.9,75.3,27
MDR00256,3,Quran-Hadis,69.4,67.4,24
MDR00256,3,Bahasa Arab,66.7,65.7,26
MDR00256,4,Akidah-Akhlak,75.9,94.1,24
MDR00256,4,Fikih,70.1,75.1,28
MDR00256,4,SKI,69.8,64.7,28
MDR00256,4,Quran-Hadis,69.4,73.5,24
MDR00256,4,Bahasa Arab,71.0,77.6,24
MDR00256,5,Akidah-Akhlak,61.6,51.8,23
MDR00256,5,Fikih,72.9,84.7,24
MDR00256,5,SKI,69.6,77.8,28
MDR00256,5,Quran-Hadis,70.5,78.6,24
MDR00256,5,Bahasa Arab,67.7,71.7,23
MDR00256,6,Akidah-Akhlak,71.2,77.5,24
MDR00256,6,Fikih,67.9,74.3,27
MDR00256,6,SKI,65.7,60.8,24
MDR00256,6,Quran-Hadis,68.0,73.6,28
MDR00256,6,Bahasa Arab,67.1,72.7,26
MDR00257,1,Akidah-Akhlak,70.9,79.9,19
MDR00257,1,Fikih,77.0,96.8,16
MDR00257,1,SKI,79.9,98.8,18
MDR00257,1,Quran-Hadis,79.1,96.0,18
MDR00257,1,Bahasa Arab,74.1,89.9,17
MDR00257,2,Akidah-Akhlak,75.0,72.6,17
MDR00257,2,Fikih,80.8,93.2,14
MDR00257,2,SKI,71.0,77.7,14
MDR00257,2,Quran-Hadis,76.4,92.4,17
MDR00257,2,Bahasa Arab,74.5,92.4,18
MDR00257,3,Akidah-Akhlak,74.9,94.2,18
MDR00257,3,Fikih,77.9,94.1,17
MDR00257,3,SKI,70.0,71.8,16
MDR00257,3,Quran-Hadis,78.8,94.7,15
MDR00257,3,Bahasa Arab,72.5,93.3,16
MDR00257,4,Akidah-Akhlak,80.4,100,19
MDR00257,4,Fikih,75.0,86.0,17
MDR00257,4,SKI,73.2,80.2,19
MDR00257,4,Quran-Hadis,72.2,81.6,18
MDR00257,4,Bahasa Arab,75.9,92.1,17
MDR00257,5,Akidah-Akhlak,79.1,97.2,16
MDR00257,5,Fikih,78.7,100,18
MDR00257,5,SKI,73.0,88.5,18
MDR00257,5,Quran-Hadis,81.0,100,18
MDR00257,5,Bahasa Arab,74.3,83.3,15
MDR00257,6,Akidah-Akhlak,80.8,100,19
MDR00257,6,Fikih,77.2,96.3,16
MDR00257,6,SKI,70.5,83.3,16
MDR00257,6,Quran-Hadis,79.5,100,17
MDR00257,6,Bahasa Arab,74.6,81.8,15
MDR00258,10,Akidah-Akhlak,67.5,68.3,71
MDR00258,10,Fikih,68.3,65.8,59
MDR00258,10,SKI,56.1,40.1,61
MDR00258,10,Quran-Hadis,65.0,64.4,73
MDR00258,10,Bahasa Arab,59.1,46.2,70
MDR00258,11,Akidah-Akhlak,64.2,55.6,57
MDR00258,11,Fikih,65.2,56.8,64
MDR00258,11,SKI,59.8,51.7,63
MDR00258,11,Quran-Hadis,65.8,55.6,73
MDR00258,11,Bahasa Arab,62.6,55.8,55
MDR00258,12,Akidah-Akhlak,65.1,68.9,60
MDR00258,12,Fikih,57.1,40.6,64
MDR00258,12,SKI,64.6,68.5,56
MDR00258,12,Quran-Hadis,59.9,57.1,71
MDR00258,12,Bahasa Arab,63.7,51.6,61
MDR00259,10,Akidah-Akhlak,83.4,100,92
MDR00259,10,Fikih,78.5,94.3,97
MDR00259,10,SKI,74.2,84.0,103
MDR00259,10,Quran-Hadis,73.3,82.4,104
MDR00259,10,Bahasa Arab,74.9,84.2,98
MDR00259,11,Akidah-Akhlak,77.7,100,108
MDR00259,11,Fikih,81.5,98.8,94
MDR00259,11,SKI,79.9,100,100
MDR00259,11,Quran-Hadis,77.9,100,88
MDR00259,11,Bahasa Arab,78.8,90.8,106
MDR00259,12,Akidah-Akhlak,73.8,86.9,95
MDR00259,12,Fikih,76.6,87.8,96
MDR00259,12,SKI,81.2,100,90
MDR00259,12,Quran-Hadis,75.9,88.1,94
MDR00259,12,Bahasa Arab,79.1,97.8,102
MDR00260,1,Akidah-Akhlak,74.0,80.9,13
MDR00260,1,Fikih,69.5,74.2,16
MDR00260,1,SKI,64.3,62.7,14
MDR00260,1,Quran-Hadis,66.1,67.9,13
MDR00260,1,Bahasa Arab,70.4,69.9,14
MDR00260,2,Akidah-Akhlak,72.8,79.4,13
MDR00260,2,Fikih,67.6,76.2,17
MDR00260,2,SKI,71.3,68.9,15
MDR00260,2,Quran-Hadis,64.3,54.8,15
MDR00260,2,Bahasa Arab,61.0,56.2,17
MDR00260,3,Akidah-Akhlak,74.9,87.5,17
MDR00260,3,Fikih,71.3,81.7,17
MDR00260,3,SKI,61.9,51.5,13
MDR00260,3,Quran-Hadis,67.9,72.2,15
MDR00260,3,Bahasa Arab,67.4,61.9,13
MDR00260,4,Akidah-Akhlak,66.7,62.9,15
MDR00260,4,Fikih,68.1,63.5,15
MDR00260,4,SKI,66.8,73.3,15
MDR00260,4,Quran-Hadis,65.9,60.5,16
MDR00260,4,Bahasa Arab,67.8,69.7,16
MDR00260,5,Akidah-Akhlak,66.2,63.6,14
MDR00260,5,Fikih,63.7,54.7,14
MDR00260,5,SKI,69.5,75.3,16
MDR00260,5,Quran-Hadis,69.6,76.8,13
MDR00260,5,Bahasa Arab,61.5,48.1,14
MDR00260,6,Akidah-Akhlak,66.3,73.2,16
MDR00260,6,Fikih,64.6,66.3,13
MDR00260,6,SKI,68.1,70.8,17
MDR00260,6,Quran-Hadis,67.7,57.5,17
MDR00260,6,Bahasa Arab,64.5,69.7,13
MDR00261,1,Akidah-Akhlak,72.3,79.5,34
MDR00261,1,Fikih,75.2,92.1,30
MDR00261,1,SKI,74.7,88.8,32
MDR00261,1,Quran-Hadis,74.3,84.7,31
MDR00261,1,Bahasa Arab,75.7,92.0,31
MDR00261,2,Akidah-Akhlak,77.4,95.5,37
MDR00261,2,Fikih,74.8,89.2,35
MDR00261,2,SKI,73.4,81.3,36
MDR00261,2,Quran-Hadis,74.6,83.4,36
MDR00261,2,Bahasa Arab,77.5,84.3,37
MDR00261,3,Akidah-Akhlak,76.4,94.2,34
MDR00261,3,Fikih,74.6,83.8,36
MDR00261,3,SKI,72.2,77.9,34
MDR00261,3,Quran-Hadis,77.5,94.2,38
MDR00261,3,Bahasa Arab,75.2,96.0,36
MDR00261,4,Akidah-Akhlak,76.5,90.6,33
MDR00261,4,Fikih,77.1,91.7,31
MDR00261,4,SKI,73.2,85.9,29
MDR00261,4,Quran-Hadis,73.9,83.8,31
MDR00261,4,Bahasa Arab,73.3,74.9,29
MDR00261,5,Akidah-Akhlak,78.1,100,36
MDR00261,5,Fikih,77.9,93.9,33
MDR00261,5,SKI,72.4,81.3,38
MDR00261,5,Quran-Hadis,73.9,77.9,30
MDR00261,5,Bahasa Arab,74.6,93.6,29
MDR00261,6,Akidah-Akhlak,75.6,92.5,34
MDR00261,6,Fikih,79.1,99.1,36
MDR00261,6,SKI,73.1,88.8,30
MDR00261,6,Quran-Hadis,72.5,78.7,39
MDR00261,6,Bahasa Arab,73.1,80.3,31
MDR00262,1,Akidah-Akhlak,75.2,94.1,36
MDR00262,1,Fikih,82.4,100,44
MDR00262,1,SKI,77.3,92.1,40
MDR00262,1,Quran-Hadis,81.2,100,43
MDR00262,1,Bahasa Arab,78.3,95.4,37
MDR00262,2,Akidah-Akhlak,79.1,99.3,46
MDR00262,2,Fikih,80.7,97.0,38
MDR00262,2,SKI,79.1,90.8,45
MDR00262,2,Quran-Hadis,78.9,94.4,45
MDR00262,2,Bahasa Arab,80.2,94.9,36
MDR00262,3,Akidah-Akhlak,80.1,95.9,36
MDR00262,3,Fikih,71.6,75.2,40
MDR00262,3,SKI,71.0,81.2,35
MDR00262,3,Quran-Hadis,83.3,100,42
MDR00262,3,Bahasa Arab,75.5,88.5,36
MDR00262,4,Akidah-Akhlak,81.6,100,38
MDR00262,4,Fikih,77.8,100,44
MDR00262,4,SKI,77.0,93.4,39
MDR00262,4,Quran-Hadis,77.8,93.7,39
MDR00262,4,Bahasa Arab,70.5,78.0,41
MDR00262,5,Akidah-Akhlak,78.1,98.5,39
MDR00262,5,Fikih,77.0,96.3,42
MDR00262,5,SKI,75.8,89.7,36
MDR00262,5,Quran-Hadis,76.0,91.9,43
MDR00262,5,Bahasa Arab,72.4,91.8,37
MDR00262,6,Akidah-Akhlak,75.0,88.4,39
MDR00262,6,Fikih,76.9,89.4,43
MDR00262,6,SKI,82.6,100,38
MDR00262,6,Quran-Hadis,79.5,99.1,38
MDR00262,6,Bahasa Arab,78.3,85.6,38
MDR00263,1,Akidah-Akhlak,68.8,67.3,20
MDR00263,1,Fikih,66.6,69.1,19
MDR00263,1,SKI,68.8,74.9,22
MDR00263,1,Quran-Hadis,72.8,88.2,23
MDR00263,1,Bahasa Arab,64.6,58.4,21
MDR00263,2,Akidah-Akhlak,67.8,70.4,23
MDR00263,2,Fikih,67.5,74.9,21
MDR00263,2,SKI,63.2,55.4,21
MDR00263,2,Quran-Hadis,66.9,68.2,21
MDR00263,2,Bahasa Arab,66.2,54.9,22
MDR00263,3,Akidah-Akhlak,68.8,67.4,19
MDR00263,3,Fikih,65.3,63.8,22
MDR00263,3,SKI,67.1,72.7,22
MDR00263,3,Quran-Hadis,67.7,70.7,23
MDR00263,3,Bahasa Arab,68.6,74.7,23
MDR00263,4,Akidah-Akhlak,66.7,66.1,19
MDR00263,4,Fikih,72.0,85.4,18
MDR00263,4,SKI,57.6,46.6,20
MDR00263,4,Quran-Hadis,70.5,72.9,18
MDR00263,4,Bahasa Arab,69.6,64.4,20
MDR00263,5,Akidah-Akhlak,66.5,66.1,22
MDR00263,5,Fikih,68.1,69.3,18
MDR00263,5,SKI,66.5,60.9,23
MDR00263,5,Quran-Hadis,65.8,65.7,18
MDR00263,5,Bahasa Arab,68.4,68.5,19
MDR00263,6,Akidah-Akhlak,67.6,74.3,19
MDR00263,6,Fikih,64.6,57.8,21
MDR00263,6,SKI,67.3,71.9,21
MDR00263,6,Quran-Hadis,66.5,73.3,20
MDR00263,6,Bahasa Arab,68.1,71.6,20
MDR00264,7,Akidah-Akhlak,77.3,99.6,106
MDR00264,7,Fikih,79.2,100,110
MDR00264,7,SKI,70.2,75.0,125
MDR00264,7,Quran-Hadis,75.2,91.9,117
MDR00264,7,Bahasa Arab,71.8,77.6,132
MDR00264,8,Akidah-Akhlak,78.1,89.1,104
MDR00264,8,Fikih,77.8,98.7,140
MDR00264,8,SKI,70.5,76.2,132
MDR00264,8,Quran-Hadis,79.0,100,105
MDR00264,8,Bahasa Arab,77.6,100,119
MDR00264,9,Akidah-Akhlak,80.9,97.9,106
MDR00264,9,Fikih,76.1,90.2,138
MDR00264,9,SKI,71.6,79.8,137
MDR00264,9,Quran-Hadis,72.9,80.8,112
MDR00264,9,Bahasa Arab,75.5,87.8,134
MDR00265,1,Akidah-Akhlak,70.0,85.7,12
MDR00265,1,Fikih,62.9,55.9,14
MDR00265,1,SKI,67.2,73.7,13
MDR00265,1,Quran-Hadis,66.3,65.9,11
MDR00265,1,Bahasa Arab,72.1,81.7,11
MDR00265,2,Akidah-Akhlak,66.5,64.4,14
MDR00265,2,Fikih,64.9,70.2,11
MDR00265,2,SKI,66.7,57.0,12
MDR00265,2,Quran-Hadis,66.7,60.9,12
MDR00265,2,Bahasa Arab,68.3,63.7,15
MDR00265,3,Akidah-Akhlak,61.3,47.9,12
MDR00265,3,Fikih,66.5,70.6,11
MDR00265,3,SKI,62.5,50.5,11
MDR00265,3,Quran-Hadis,65.3,68.3,14
MDR00265,3,Bahasa Arab,64.4,66.4,12
MDR00265,4,Akidah-Akhlak,66.7,63.7,11
MDR00265,4,Fikih,68.6,68.2,11
MDR00265,4,SKI,69.3,81.0,11
MDR00265,4,Quran-Hadis,65.7,59.9,12
MDR00265,4,Bahasa Arab,68.6,71.1,12
MDR00265,5,Akidah-Akhlak,62.6,60.8,11
MDR00265,5,Fikih,65.2,65.0,12
MDR00265,5,SKI,58.4,42.2,14
MDR00265,5,Quran-Hadis,70.2,77.0,12
MDR00265,5,Bahasa Arab,63.2,63.8,13
MDR00265,6,Akidah-Akhlak,68.3,74.3,14
MDR00265,6,Fikih,69.3,80.5,13
MDR00265,6,SKI,66.0,66.6,11
MDR00265,6,Quran-Hadis,65.4,60.3,13
MDR00265,6,Bahasa Arab,67.6,68.3,13
MDR00266,1,Akidah-Akhlak,83.1,100,31
MDR00266,1,Fikih,77.9,100,34
MDR00266,1,SKI,70.0,86.4,36
MDR00266,1,Quran-Hadis,80.5,87.2,34
MDR00266,1,Bahasa Arab,80.7,100,38
MDR00266,2,Akidah-Akhlak,75.9,96.6,37
MDR00266,2,Fikih,79.3,100,31
MDR00266,2,SKI,79.9,96.4,40
MDR00266,2,Quran-Hadis,81.6,100,30
MDR00266,2,Bahasa Arab,80.2,100,35
MDR00266,3,Akidah-Akhlak,79.1,98.1,36
MDR00266,3,Fikih,71.8,75.8,33
MDR00266,3,SKI,77.1,90.8,35
MDR00266,3,Quran-Hadis,73.1,88.6,37
MDR00266,3,Bahasa Arab,76.7,86.7,33
MDR00266,4,Akidah-Akhlak,81.6,94.8,41
MDR00266,4,Fikih,80.0,94.4,38
MDR00266,4,SKI,76.3,91.2,34
MDR00266,4,Quran-Hadis,81.5,96.0,34
MDR00266,4,Bahasa Arab,70.3,79.5,39
MDR00266,5,Akidah-Akhlak,82.9,100,39
MDR00266,5,Fikih,76.7,84.9,30
MDR00266,5,SKI,75.0,88.8,39
MDR00266,5,Quran-Hadis,73.5,88.0,36
MDR00266,5,Bahasa Arab,78.3,93.6,40
MDR00266,6,Akidah-Akhlak,83.0,100,38
MDR00266,6,Fikih,81.8,100,35
MDR00266,6,SKI,74.5,91.6,36
MDR00266,6,Quran-Hadis,76.7,89.7,38
MDR00266,6,Bahasa Arab,81.1,93.5,33
MDR00267,1,Akidah-Akhlak,61.1,59.8,33
MDR00267,1,Fikih,58.6,34.0,35
MDR00267,1,SKI,59.2,51.8,34
MDR00267,1,Quran-Hadis,67.7,63.2,32
MDR00267,1,Bahasa Arab,58.6,41.4,34
MDR00267,2,Akidah-Akhlak,61.8,60.7,32
